dateff,mktrf,smb,hml,rf,umd
19600129,-0.069800,0.020900,0.027800,0.00330,-0.035400
19600229,0.011700,0.005100,-0.019300,0.00290,0.039200
19600331,-0.016300,-0.004900,-0.029400,0.00350,0.013800
19600429,-0.017100,0.003200,-0.022800,0.00190,0.028400
19600531,0.031200,0.012100,-0.037000,0.00270,0.047900
19600630,0.020800,-0.002100,-0.003400,0.00240,0.008600
19600729,-0.023700,-0.005100,0.019800,0.00130,-0.008100
19600831,0.030100,0.008700,-0.001800,0.00170,0.019100
19600930,-0.059900,-0.011100,0.016200,0.00160,0.003200
19601031,-0.007100,-0.040800,0.028300,0.00220,0.012500
19601130,0.046900,0.004000,-0.024300,0.00130,0.037800
19601230,0.047100,-0.015500,-0.008100,0.00160,0.014100
19610131,0.062000,0.006400,0.037200,0.00190,-0.040000
19610228,0.035700,0.039300,-0.006600,0.00140,0.009800
19610330,0.028900,0.033000,-0.007300,0.00200,0.045400
19610428,0.002900,0.000700,0.021200,0.00170,0.036000
19610531,0.024000,0.020100,0.003700,0.00180,-0.015700
19610630,-0.030800,-0.024900,-0.001400,0.00200,0.003300
19610731,0.028300,-0.019000,-0.000900,0.00180,0.002700
19610831,0.025700,-0.017500,-0.002800,0.00140,0.015900
19610929,-0.021500,-0.010700,-0.006100,0.00170,0.008200
19611031,0.025700,-0.016500,0.001500,0.00190,0.031100
19611130,0.044500,0.012600,-0.012300,0.00150,0.013500
19611229,-0.001800,-0.008500,0.017900,0.00190,-0.022100
19620131,-0.038700,0.017700,0.051300,0.00240,-0.020300
19620228,0.018100,-0.011500,0.008200,0.00200,-0.010100
19620330,-0.006800,0.005200,-0.013800,0.00200,0.018400
19620430,-0.065900,-0.007000,0.000300,0.00220,0.029100
19620531,-0.086500,-0.033400,0.027700,0.00240,0.004100
19620629,-0.084700,-0.005900,0.025500,0.00200,0.064600
19620731,0.062800,0.015200,-0.034100,0.00270,0.005200
19620831,0.021300,0.012200,-0.012000,0.00230,-0.006000
19620928,-0.052200,-0.024200,0.012800,0.00210,0.039500
19621031,-0.000500,-0.039700,0.013000,0.00250,0.007600
19621130,0.108700,0.026100,0.009500,0.00200,-0.071600
19621231,0.010100,-0.038000,0.003600,0.00230,0.058900
19630131,0.049300,0.030800,0.022100,0.00250,-0.021100
19630228,-0.023800,0.004800,0.021800,0.00230,0.025300
19630329,0.030800,-0.025900,0.020600,0.00230,0.016200
19630430,0.045100,-0.013400,0.010000,0.00250,-0.000900
19630531,0.017600,0.011300,0.025400,0.00240,0.003300
19630628,-0.020000,-0.002700,0.007500,0.00230,0.012100
19630731,-0.003900,-0.004500,-0.009700,0.00270,0.009000
19630830,0.050700,-0.009800,0.018000,0.00250,0.010100
19630930,-0.015700,-0.003300,0.001300,0.00270,0.001900
19631031,0.025300,-0.005800,-0.001000,0.00290,0.031200
19631129,-0.008500,-0.011700,0.017500,0.00270,-0.007400
19631231,0.018300,-0.021600,-0.000200,0.00290,0.017500
19640131,0.022400,-0.001100,0.014800,0.00300,0.008600
19640228,0.015400,0.001100,0.028100,0.00260,0.002600
19640331,0.014100,0.008700,0.034000,0.00310,0.007500
19640430,0.001000,-0.013500,-0.006700,0.00290,-0.005800
19640528,0.014200,-0.008600,0.018600,0.00260,0.025700
19640630,0.012700,-0.001200,0.006200,0.00300,0.004600
19640731,0.017400,0.002400,0.007500,0.00300,-0.003500
19640831,-0.014400,0.001600,0.000800,0.00280,-0.002200
19640930,0.026900,-0.005400,0.017000,0.00280,-0.004100
19641030,0.005900,0.004200,0.011700,0.00290,0.000800
19641130,0.000000,0.006900,-0.019600,0.00290,0.010300
19641231,0.000300,-0.003500,-0.024800,0.00310,-0.007400
19650129,0.035400,0.027000,0.001200,0.00280,-0.014400
19650226,0.004400,0.035500,0.001100,0.00300,0.003200
19650331,-0.013400,0.018900,0.010300,0.00360,0.001500
19650430,0.031100,0.011000,0.006600,0.00310,0.026300
19650528,-0.007700,0.001100,-0.016100,0.00310,0.006000
19650630,-0.055100,-0.043400,0.005900,0.00350,-0.031300
19650730,0.014300,0.008900,0.022000,0.00310,0.041000
19650831,0.027300,0.028400,-0.010000,0.00330,0.025800
19650930,0.028600,0.006400,-0.001300,0.00310,0.033000
19651029,0.026000,0.025200,0.015600,0.00310,0.034600
19651130,-0.000300,0.046800,0.001500,0.00350,0.044500
19651231,0.010100,0.020600,0.020300,0.00330,0.001200
19660131,0.007200,0.038400,0.035600,0.00380,0.053900
19660228,-0.012100,0.044000,0.003300,0.00350,0.045700
19660331,-0.025100,0.009900,-0.019800,0.00380,0.014200
19660429,0.021400,0.034300,-0.004600,0.00340,0.062800
19660531,-0.056600,-0.046000,-0.016300,0.00410,-0.047000
19660630,-0.014400,0.010300,0.005000,0.00380,0.032500
19660729,-0.016300,-0.003600,0.009500,0.00350,-0.013400
19660831,-0.079100,-0.032700,0.004300,0.00410,-0.021400
19660930,-0.010600,-0.010400,0.005600,0.00400,-0.018400
19661031,0.038600,-0.065200,0.026900,0.00450,-0.052600
19661130,0.014000,0.042400,-0.046900,0.00400,0.057200
19661230,0.001300,0.019700,-0.011900,0.00400,0.010600
19670131,0.081500,0.083200,0.022700,0.00430,-0.069300
19670228,0.007800,0.033500,-0.022200,0.00360,0.035200
19670331,0.039900,0.015500,0.003700,0.00390,0.015300
19670428,0.038900,0.006300,-0.024800,0.00320,0.005900
19670531,-0.043300,0.019000,0.010900,0.00330,0.007200
19670630,0.024100,0.059300,0.008500,0.00270,0.060000
19670731,0.045800,0.031200,0.027300,0.00310,-0.010700
19670831,-0.008900,0.004200,0.014400,0.00310,-0.013800
19670929,0.031100,0.030600,-0.025000,0.00320,0.025200
19671031,-0.030900,0.014600,-0.033000,0.00390,0.036700
19671130,0.003700,0.002100,-0.017000,0.00360,0.012600
19671229,0.030500,0.057300,-0.005300,0.00330,0.032500
19680131,-0.040600,0.039200,0.048000,0.00400,-0.047000
19680229,-0.037500,-0.029400,0.012800,0.00390,-0.034300
19680329,0.002000,-0.013400,-0.005900,0.00380,0.032300
19680430,0.090500,0.056800,-0.011300,0.00430,0.050900
19680531,0.022800,0.064000,0.008500,0.00450,0.038000
19680628,0.006900,-0.001900,0.007300,0.00430,-0.019000
19680730,-0.027200,-0.013600,0.053900,0.00480,-0.008800
19680830,0.013400,0.023400,0.010100,0.00420,0.018900
19680930,0.040300,0.028000,0.003000,0.00430,-0.006500
19681031,0.004200,-0.004800,0.028600,0.00440,-0.014600
19681129,0.054300,0.023400,-0.009200,0.00420,0.017500
19681231,-0.039400,0.033700,-0.000100,0.00430,-0.000100
19690131,-0.012500,-0.007400,0.016700,0.00530,-0.001700
19690228,-0.058400,-0.039200,0.009100,0.00460,-0.023600
19690328,0.026400,-0.003000,-0.005100,0.00460,0.039700
19690430,0.014600,-0.008600,-0.000300,0.00530,0.011300
19690529,-0.001000,-0.002100,0.007000,0.00480,0.017000
19690630,-0.071800,-0.053700,-0.010800,0.00510,-0.023000
19690731,-0.070000,-0.032400,0.012000,0.00530,0.017100
19690829,0.046800,0.009300,-0.037900,0.00500,0.021700
19690930,-0.029800,0.011800,-0.032700,0.00620,0.025200
19691031,0.050600,0.039100,-0.031600,0.00600,-0.043100
19691128,-0.037900,-0.025800,-0.011900,0.00520,0.036600
19691231,-0.026300,-0.037100,-0.028600,0.00640,0.049600
19700130,-0.081000,0.029300,0.031300,0.00600,0.006000
19700227,0.051300,-0.025800,0.039300,0.00620,0.002300
19700331,-0.010600,-0.023200,0.039900,0.00570,-0.003600
19700430,-0.110000,-0.061500,0.061800,0.00500,-0.007700
19700529,-0.069200,-0.045900,0.033300,0.00530,-0.027800
19700630,-0.057900,-0.021300,0.006000,0.00580,0.057000
19700731,0.069300,-0.005000,0.009000,0.00520,-0.031400
19700831,0.044900,0.015200,0.011500,0.00530,-0.065500
19700930,0.041800,0.085900,-0.054700,0.00540,-0.088000
19701030,-0.022800,-0.042100,0.002200,0.00460,0.094200
19701130,0.046000,-0.039400,0.016900,0.00460,0.027300
19701231,0.057200,0.029200,0.010000,0.00420,-0.022300
19710129,0.048400,0.073600,0.013300,0.00380,-0.065100
19710226,0.014100,0.018600,-0.012300,0.00330,0.007900
19710331,0.041300,0.026200,-0.039500,0.00300,-0.014100
19710430,0.031500,-0.004900,0.006900,0.00280,0.014100
19710528,-0.039800,-0.010400,-0.014400,0.00290,0.008600
19710630,-0.001000,-0.014700,-0.018700,0.00370,0.027300
19710730,-0.045000,-0.014800,0.000200,0.00400,-0.023500
19710831,0.037900,-0.001700,0.026300,0.00470,0.036100
19710930,-0.008500,0.005100,-0.029100,0.00370,0.021200
19711029,-0.044200,-0.017600,-0.004800,0.00370,0.004700
19711130,-0.004600,-0.027700,-0.016800,0.00370,0.015100
19711231,0.087100,0.032900,-0.004000,0.00370,-0.005800
19720131,0.024900,0.058500,0.022400,0.00290,0.001700
19720229,0.028700,0.013000,-0.027900,0.00250,0.025400
19720330,0.006300,-0.002400,-0.016100,0.00270,0.029400
19720428,0.002900,0.001100,0.001200,0.00290,0.028100
19720531,0.012500,-0.026900,-0.027000,0.00300,0.032900
19720630,-0.024300,0.002700,-0.024800,0.00290,0.019000
19720731,-0.008000,-0.028700,0.006600,0.00310,0.027500
19720831,0.032600,-0.040300,0.045400,0.00290,-0.054000
19720929,-0.011400,-0.026500,0.004600,0.00340,0.018200
19721031,0.005200,-0.027300,0.013400,0.00400,0.007100
19721130,0.046000,-0.012000,0.048500,0.00370,-0.050900
19721229,0.006200,-0.019500,-0.021900,0.00370,0.049200
19730131,-0.032900,-0.034900,0.026800,0.00440,0.037300
19730228,-0.048500,-0.038700,0.016000,0.00410,0.021600
19730330,-0.013000,-0.028200,0.026200,0.00460,0.035900
19730430,-0.056800,-0.038500,0.054100,0.00520,0.063600
19730531,-0.029400,-0.063000,0.004100,0.00510,0.071400
19730629,-0.015700,-0.028600,0.012000,0.00510,0.043000
19730731,0.050500,0.079700,-0.053100,0.00640,-0.115700
19730831,-0.038200,-0.021300,0.012400,0.00700,0.034600
19730928,0.047500,0.030400,0.020100,0.00680,-0.070000
19731031,-0.008300,-0.004500,0.019400,0.00650,0.068700
19731130,-0.127500,-0.076700,0.038700,0.00560,0.086600
19731231,0.006100,-0.053500,0.038500,0.00640,0.103800
19740131,-0.001700,0.096800,0.060200,0.00630,-0.088500
19740228,-0.004700,-0.001800,0.028100,0.00580,0.003200
19740329,-0.028100,0.026000,-0.003200,0.00560,-0.010500
19740430,-0.052900,-0.007400,0.008500,0.00750,0.021100
19740531,-0.046800,-0.029600,-0.020200,0.00750,-0.003900
19740628,-0.028300,-0.001700,0.007700,0.00600,0.023100
19740731,-0.080500,0.008400,0.051600,0.00700,0.031100
19740830,-0.093500,-0.007300,0.026400,0.00600,0.030000
19740930,-0.117700,0.002700,0.055800,0.00810,0.042400
19741031,0.161000,-0.034600,-0.098700,0.00510,-0.005400
19741129,-0.045100,-0.012100,-0.002000,0.00540,0.021300
19741231,-0.034500,-0.048300,0.001100,0.00700,0.029200
19750131,0.136600,0.111400,0.082800,0.00580,-0.138200
19750228,0.055600,0.001600,-0.044400,0.00430,-0.006100
19750331,0.026600,0.037800,0.023800,0.00410,-0.020400
19750430,0.042300,-0.006500,-0.011400,0.00440,0.013800
19750530,0.051900,0.038300,-0.041000,0.00440,-0.005800
19750630,0.048300,0.008700,0.013800,0.00410,0.000400
19750731,-0.065900,0.027000,0.016900,0.00480,0.004200
19750829,-0.028500,-0.032500,-0.009500,0.00480,-0.001000
19750930,-0.042600,-0.001000,0.003900,0.00530,0.004100
19751031,0.053100,-0.040300,0.002800,0.00560,-0.001600
19751128,0.026400,-0.012000,0.020300,0.00410,-0.004500
19751231,-0.016000,-0.007800,0.016900,0.00480,-0.001100
19760130,0.121600,0.048100,0.086300,0.00470,0.044500
19760227,0.003200,0.070600,0.058700,0.00340,0.003800
19760331,0.023200,-0.011600,-0.001200,0.00400,0.001500
19760430,-0.014900,-0.001100,-0.001600,0.00420,0.005900
19760528,-0.013400,-0.012300,-0.013600,0.00370,-0.011200
19760630,0.040500,-0.013200,0.007100,0.00430,-0.004200
19760730,-0.010700,0.002900,0.017300,0.00470,-0.001300
19760831,-0.005600,-0.020000,0.008100,0.00420,-0.008500
19760930,0.020700,-0.000200,-0.002900,0.00440,0.002200
19761029,-0.024200,0.002200,-0.001800,0.00410,-0.004400
19761130,0.003600,0.023200,0.015100,0.00400,0.029100
19761231,0.056500,0.030300,0.022700,0.00400,0.007300
19770131,-0.040500,0.047600,0.042700,0.00360,0.040000
19770228,-0.019400,0.010400,0.004700,0.00350,0.003600
19770331,-0.013700,0.010000,0.010900,0.00380,0.005500
19770429,0.001500,-0.001200,0.033800,0.00380,0.042100
19770531,-0.014500,0.011800,0.008500,0.00370,0.020300
19770630,0.047100,0.020900,-0.007400,0.00400,0.016600
19770729,-0.016900,0.021600,-0.005600,0.00420,0.003200
19770831,-0.017500,0.014800,-0.027000,0.00440,-0.017000
19770930,-0.002700,0.013400,-0.005200,0.00430,0.020000
19771031,-0.043800,0.012500,0.017500,0.00490,-0.000800
19771130,0.040000,0.037300,0.002600,0.00500,0.020100
19771230,0.002700,0.013200,-0.002900,0.00490,0.015800
19780131,-0.060100,0.022400,0.033600,0.00490,-0.006600
19780228,-0.013800,0.035900,0.008300,0.00460,0.019700
19780331,0.028500,0.034900,0.011800,0.00530,0.013700
19780428,0.078800,0.004500,-0.035400,0.00540,0.008600
19780531,0.017600,0.045600,-0.005200,0.00510,0.028300
19780630,-0.016900,0.016600,0.005700,0.00540,0.027400
19780731,0.051100,0.002300,-0.011500,0.00560,0.041700
19780831,0.037500,0.050600,-0.005100,0.00560,0.028300
19780929,-0.014300,-0.004300,0.018900,0.00620,-0.031400
19781031,-0.119100,-0.098600,0.013800,0.00680,-0.084600
19781130,0.027100,0.029700,-0.021500,0.00700,0.054500
19781229,0.008800,0.012900,-0.021300,0.00780,0.030300
19790131,0.042300,0.036200,0.021900,0.00770,-0.013600
19790228,-0.035600,0.004500,0.011700,0.00730,-0.010600
19790330,0.056800,0.032600,-0.007100,0.00810,0.029300
19790430,-0.000600,0.021500,0.011200,0.00800,0.008100
19790531,-0.022100,0.002100,0.013100,0.00820,-0.005400
19790629,0.038500,0.011700,0.014400,0.00810,0.008400
19790731,0.008200,0.012800,0.018600,0.00770,-0.010700
19790831,0.055300,0.020500,-0.015800,0.00770,-0.002000
19790928,-0.008200,-0.002700,-0.009000,0.00830,0.052800
19791031,-0.081000,-0.033700,-0.018400,0.00870,0.020100
19791130,0.052100,0.028700,-0.032900,0.00990,0.081400
19791231,0.017900,0.041700,-0.021000,0.00950,0.047800
19800131,0.055100,0.016200,0.017500,0.00800,0.075500
19800229,-0.012200,-0.018500,0.006100,0.00890,0.078800
19800331,-0.129000,-0.066400,-0.010100,0.01210,-0.095500
19800430,0.039700,0.010500,0.010600,0.01260,-0.004300
19800530,0.052600,0.021300,0.003800,0.00810,-0.011200
19800630,0.030600,0.016600,-0.007600,0.00610,0.016200
19800731,0.064900,0.041400,-0.064100,0.00530,0.003900
19800829,0.018000,0.039200,-0.026000,0.00640,0.032100
19800930,0.021900,0.009800,-0.045900,0.00750,0.053900
19801031,0.010600,0.024700,-0.027600,0.00950,0.073000
19801128,0.095900,-0.033600,-0.083300,0.00960,0.152200
19801231,-0.045200,-0.002600,0.027900,0.01310,-0.066800
19810130,-0.050400,0.029200,0.067200,0.01040,-0.079500
19810227,0.005700,-0.003400,0.010200,0.01070,-0.013500
19810331,0.035600,0.035400,0.006400,0.01210,0.007400
19810430,-0.021100,0.044000,0.022800,0.01080,-0.009100
19810529,0.001100,0.020000,-0.004200,0.01150,0.037000
19810630,-0.023600,-0.008300,0.051300,0.01350,-0.058100
19810731,-0.015400,-0.021900,-0.005000,0.01240,-0.024500
19810831,-0.070400,-0.019500,0.047600,0.01280,-0.011500
19810930,-0.071700,-0.026500,0.051700,0.01240,0.019500
19811030,0.049200,0.022300,-0.042100,0.01210,0.040100
19811130,0.033600,-0.010300,0.018300,0.01070,-0.002700
19811231,-0.036500,0.012000,0.008100,0.00870,0.013000
19820129,-0.032400,-0.012800,0.031900,0.00800,0.017200
19820226,-0.058600,0.004400,0.060500,0.00920,0.048800
19820331,-0.018700,-0.002100,0.038100,0.00980,0.029600
19820430,0.032700,0.014700,-0.027000,0.01130,-0.004000
19820528,-0.039900,0.005200,0.017500,0.01060,0.025000
19820630,-0.030900,-0.004000,0.015300,0.00960,0.049600
19820730,-0.031900,0.008300,0.000900,0.01050,0.044500
19820831,0.111400,-0.041400,0.009500,0.00760,-0.035200
19820930,0.012900,0.029500,0.002800,0.00510,0.041900
19821029,0.113000,0.023400,-0.036600,0.00590,0.001800
19821130,0.046700,0.046700,-0.018700,0.00630,0.059500
19821231,0.005500,-0.002200,-0.000200,0.00670,0.000400
19830131,0.036000,0.027300,-0.007500,0.00690,-0.017300
19830228,0.025900,0.032700,0.007000,0.00620,0.037700
19830331,0.028200,0.017300,0.020200,0.00630,0.009200
19830429,0.066700,0.005000,0.004900,0.00710,0.017200
19830531,0.005200,0.062400,-0.014000,0.00690,-0.015600
19830630,0.030700,0.009500,-0.039000,0.00670,0.018000
19830729,-0.040700,0.015000,0.056200,0.00740,-0.031300
19830831,-0.005000,-0.042800,0.055400,0.00760,-0.054300
19830930,0.009100,0.006100,0.010100,0.00760,-0.000300
19831031,-0.034400,-0.035700,0.049700,0.00760,-0.045200
19831130,0.021600,0.020100,-0.007200,0.00700,-0.001300
19831230,-0.017800,-0.002700,0.017300,0.00730,0.008400
19840131,-0.019200,-0.003800,0.075800,0.00760,-0.025600
19840229,-0.048200,-0.016900,0.033300,0.00710,0.002200
